"sc-hKgILt","sc-hKgILt 3","sc-hKgILt 4","sc-hKgILt 5"
"نسرین تابانی","۵","بسیار عالی گرم و خوشمزه","پیتزا پپرونی (۳۰ سانتی‌ متری)"
"مریم سادات","۳","برخلاف همیشه که عالی بود این دفعه خیلی خشک و خوش نمک بود.رفتار پیک خیلی محترم و عالی بود","چیکن چیز ژامبو پلاس"
"عاطفه سلیمانی","۵","خوشمزه بود واقعا","پیتزا فیتکس گوشت و قارچ ۲۳*۱۰ سانتی متری"
"leila chahe","۵","خیلی خوشمزه و عالی بود","پیتزا گوشت و قارچ (۳۰ سانتی‌ متری)"
"استیری م","۴","غذا خوشمزه و گرم بود با بسته بندی مناسب","ساندویچ بیف هات داگ"
"الهه سروش راد","۵","عالی مثل همیشه","چیکن چیز ژامبو پلاس"
"شهرزاد  صفوی","۵","مثل همیشه عالی","پیتزا مخلوط (۳۰ سانتی‌ متری)"
"الناز قیطولی","۵","طعمش خوب بود و به موقع رسید پیک مودبی هم داشتن","آلفردو چیز فرایز"
"صدف مقدم","۵","عالی بود","پیتزا مخلوط (۳۰ سانتی‌ متری)"
"فاطمه عسکریزاده","۵","عالی","استرامبولی رست بیف"
"علیرضا راعی","۳","مثل خمیر بود نان سفید و خمیری کیفیت پایین رفته","استرامبولی دونر استیک پنیری"
"افسانه توکلی","۵","بسیار عالی","پیتزا مخلوط (۲۳ سانتی‌ متری)"
"زهرا  سجادی نژاد","۵","ممنون از کیفیت خوبتون.","پیتزا فیتکس مرغ و شوید ۲۳*۱۰ سانتی متری"
"افسانه وفایی","۵","مثل همیشه شیلا عالیههههه","استرامبولی دونر استیک پنیری"
"خانم صبوری","۵","فوق العاده این","دوغ قوطی خوشگوار"
"حمیدرضا صائبی","۵","کیفیت بالا و حجم متناسب با بسته بندی بهداشتی و با کیفیت؛ همچنین ارسال بموقع از ویژگی های این مجموعه می باشد.","فرش چیز برگر"
"سامی صالحی","۵","عالی","پیتزا مخلوط (۳۰ سانتی‌ متری)"
"شیما آقازاده","۵","مثل همیشه عالی","پیتزا سبزیجات (۳۰ سانتی‌ متری)"
"علیرضا بهرامی","۵","شیلا همیشه عالیه","پیتزا رست بیف (۳۰ سانتی‌ متری)"
"صدف شکری","۵","عالی","ساندویچ هات داگ کلاسیک"
"fatima taheri","۴","عالی بودطعم وکیفیت غذا فقط سرد بود","پیتزا مرغ و اسفناج اسپینا چیکن (۲۳ سانتی متری)"
"ایمان فتاحی","۵","عالی","پیتزا مرغ (۲۳ سانتی‌ متری)"
"مونا عسكري","۵","مثل هميشه عالي","پیتزا پپرونی (۳۰ سانتی‌ متری)"
"مژگان توکل","۵","مثل همیشه عالی","پیتزا سوجوک (۳۰ سانتی متری)"
"Anahita Soleiman Lavasani","۵","بسیار عالی، ممنونم","پیتزا گوشت و قارچ (۲۳ سانتی متری)"
"نگین میرزایی","۵","خوب بود","سالاد کلم"
"عبدی  عبدی","۵","بینظیر بود .","پیتزا چیکن استروگانف (۲۳ سانتی‌ متری)"
"علی داهی","۵","رفتار پیک محترمانه و کیفیت غذا خوب","استرامبولی هات چیکن"
"khatereh norouzi","۴","استرامبولیش اصن طعمی نداشت اما پیتزاش خوب بود","استرامبولی ژامبون پنیری"
"حمیدرضا تاملی","۵","سریع و گرم ارسال شد ، از پیتزا کاملا راضی بودم و سیب زمینی هم خوب بود.","پیتزا مرغ و اسفناج اسپینا چیکن (۳۰ سانتی متری)"
"سهیل کی ارسلان","۵","کیفیت خوبه اما بهترین نکته شیلا اینه که از هر جای دیگه زودتر میاره","کمبو فیت"
"آزاده شاه محمدی","۵","مث همیشه عالی، با کیفیت","پیتزا هات چیکن (۳۰ سانتی متری)"
"بهار ناصری","۵","عالی","پیتزا فیتکس مرغ و شوید ۲۳*۱۰ سانتی متری"
"مهرنگار گيلان","۵","راضی بودم فقط طول کشید","ساندویچ هات داگ با پنیر گودا"
"نرگس سالاری","۳","سیب زمینی سوخته و مونده بود","سالاد کلم"
"رزا کاویانی","۵","بسیار عالی و با کیفیت  بود و کاملا گرم به دستم رسید ، برخورد پیک و سرعت ارسال هم عالی بود،خیلی راضی بودم از سفارشم وحتما مجدد سفارش میدم","پیتزا فیتکس مخلوط ۲۳*۱۰ سانتی متری"
"الهام  نجفی خواه","۵","امیدوارم همیشه کیفیتشون همین باشه عالی بود","پیتزا گوشت و قارچ (۲۳ سانتی متری)"
"نگار عبداللهی","۵","فوق العاده بود مخصوصا نونش بسیار تازه و داغ و خوش طعم","استرامبولی چیکن آلفردو"
"حميدرضا صادقي پور","۴","از كيفيتش پايين اومده متاسفانه","چیز برگر"
"مينا نديري","۵","همه چی عالی","فرش برگر"
"محبوبه ابوالقاسمی","۵","سلام همه چی خوب ممنون","ساندویچ کراکف"
"مریم سادات","۵","طعم و مزه مرغ سالاد خیلی خوب بود فقط اگر گوجه گیلاسی هم داخلش باشه خوبتره","سالاد سزار با مرغ گریل"
"عفت سادات موسوی","۵","عالی بود ممنون","پیتزا مرغ (۳۰ سانتی‌ متری)"
"سارینا رئیسی","۵","مثل همیشه عالی....گرم و با کیفیت.","پیتزا دونر استیک (۳۰ سانتی‌ متری)"
"شایان  قاسمی","۵","پیتزا خوب و گرم بود مرسی","پیتزا مخلوط (۲۳ سانتی‌ متری)"
"صابره تهرانی","۵","یه کم حجمش کم ولی کیفیت عالی","پیتزا چیکن استروگانف (۲۳ سانتی‌ متری)"
"مرجان  خيري","۴","تقریبا خوب بود ولی واقعا نسبت به قیمت حجم رست بیف خیلی کم بود","پیتزا رست بیف (۳۰ سانتی‌ متری)"
"علیرضا  گلریز","۴","پیتزا خوشمزه و خوب
برگر و سیب زمینی معمولی، انتظار بیشتری داشتم","پیتزا گوشت و قارچ (۲۳ سانتی متری)"
"فاطيما فاطیما هوبخت","۵","عالي   فقط كم حجم","پیتزا چیکن استروگانف (۲۳ سانتی‌ متری)"
"بنفشه زارع فر","۵","عالی","پیتزا گوشت و قارچ (۳۰ سانتی‌ متری)"
"آتوسا داریزین","۵","خوشمزه و سریع و گرم","استرامبولی چیکن آلفردو"
"نسیبه صمدیان","۵","همه چی خوبه مخصوصا توجه به توضیحات ممنونم","نان سیر"
"زهرا منصوری","۵","طعم عالی و بسته بندی بسیار مناسب و تحویل گرم و به موقع مرسی از تیم شیلا","نوشابه قوطی فانتا پرتقالی"
"لیلا معارف وند","۵","خوشمزه بود","پیتزا هات چیکن (۳۰ سانتی متری)"
"رویا کاظمی","۵","خیلی داغ  و سریع به دستمون رسید.کیفیت خیلی خوب","استرامبولی چیکن آلفردو"
"حسین خادم حسینی","۱","غذا یخ بود، سرد نبودا یخ بود، خیلی بد بود، واقعا افتضاح","ساندویچ هات داگ با پنیر گودا"
"سیما  شعاعی فر","۵","یه کم گرون بود اما فوق العاده با کیفیت و خوشمزه. دمتون گرم","سالاد سزار با مرغ گریل"
"بنفشه زارع فر","۵","خیلی خوب بود","پاسترونی گوشت و پنیر"
"رها شهبازیان","۳","بیش از اندازه تند بود من نتونستم تمومش کنم","پیتزا پپرونی (۲۳ سانتی‌ متری)"
"زهرا سادات حسيني","۳","به نظرم پاستاش نپخته بود و حجمشم خیلی کمه","پاسترونی چیکن آلفردو"
"Donya joulaei","۵","درجه یک مثل همیشه","استرامبولی چیکن آلفردو"
"مینو رفیعی","۵","خوشمزه بود","استرامبولی رست بیف"
"راضیه  جهانی","۵","عالی . با اینکه تند بود، اما خوشمزه بود و زود رسید","پیتزا هات چیکن (۳۰ سانتی متری)"
"ریحانه غفاری","۵","برگر خوشمزه و عالی","فرش ماشروم برگر"
"arefe rahbar","۵","عالی بود","پاسترونی گوشت و پنیر"
"alireza zakeri","۵","عالی مثل همیشه","چیکن استریپس"
"Sina Amrieh","۵","غذا به لطف پیک محترم بسیار سریع و داغ رسید. کیفیت هم مثل همیشه عالی. ممنون از مجموعه و سرویس خوبتون.","پیتزا گوشت و قارچ (۳۰ سانتی‌ متری)"
"پریا باقری","۵","مثل همیشه عالی بود","ساندویچ کراکف"
"سیاوش بهبودی","۵","به موقع اوردن و خیلی خوب و خوشمزه بود
رفتار پیک هم بسیار عالی و پر انرژی بود","پیتزا سوجوک (۳۰ سانتی متری)"
"کسری امینی","۵","بسیار عالی بود و واقعا پیگیر نظر و رضایت مشتری هستند و ازهمه مهمتر اینکه این پیگیری رو اعمال میکنند","پیتزا اسپشیال پلاس (۳۰ سانتی متری)"
"آرزو پیرانی ارزو پیرانی","۵","عالی بود","پیتزا رست بیف (۳۰ سانتی‌ متری)"
"اميد شهرآبادي","۵","لطفا سس دیپ رو روی همه ی غذاها نریزید لطفا،اگر امکانش مهیا بشه به صورت مجزا سرو بشه،عالیه.","پیتزا کویین (۳۰ سانتی‌ متری)"
"علی ساعدی","۲","با توجه به فاصله کم رستوران تا منزل ، غذا سرد بود","پیتزا مرغ (۲۳ سانتی‌ متری)"
"برسام برسام بالو","۵","عالی","سیب زمینی سرخ شده ساده"
"مژگان توکل","۵","عالی بود","پیتزا اسپشیال پلاس (۳۰ سانتی متری)"
"سحر رامشینی","۵","عالی بود","پیتزا مخلوط (۲۳ سانتی‌ متری)"
"عباس ربیعی","۵","عالی","کمبو شیلا"
"نيلوفر صادقي","۵","فوق العاده با كيفيت خوشمزه و داغ بود خيلي زود هم ارسال شد ممنونم براي مجموعه خوبتون پر روزي باشيد","پیتزا گوشت و قارچ (۳۰ سانتی‌ متری)"
"فرناز رسولی","۵","عالی 
خدا قوت","پیتزا مرغ و اسفناج اسپینا چیکن (۳۰ سانتی متری)"
"یوسف نائینیان","۴","ساندویچ واقعاً بد بود","کمبو فیت"
"شیدا شهیدی","۵","مثل همیشه عالی و خوشمزه","سیب زمینی سرخ شده ساده"
"بهرام ابراهیمی","۵","نوشابه ارسالی خنک نبود","پیتزا دونر استیک (۳۰ سانتی‌ متری)"
